SUAS_IDENT	SECTOR	NOTE_TYPE	NOTE_NBR	REMARKS	CYCLE_DATE
(RK)R79A		CONTROLLING AGENCY	1	USAF, Osan APP (DSN 784-4256) or ctc Koonni Rng direct DSN 784-6112. Sked by 607CPS, DSN 784-5414.	200101
(RK)R79C		CONTROLLING AGENCY	1	Osan APP (DSN 784-4256) or contact Koonni Rng direct (DSN 784-6112). Scheduled by 607 CPS, DSN 784-5414.	200101
(RK)R80		CONTROLLING AGENCY	1	Jointly sked by ROKAF AFOC/DOT and 607 CPS, DSN 784-5414.	200109
(RK)R97A		CONTROLLING AGENCY	1	Sked by ADA Comd/DO (fone 930-3231 or DSN 784-4525).	200009
(RK)R97B		CONTROLLING AGENCY	1	Sked by ADA Comd/DO (fone 930-3231 or DSN 784-4525).	200009
(RK)R97C		CONTROLLING AGENCY	1	Sked by ADA Comd/DO (fone 930-3231 or DSN 784-4525).	200009
(RK)R97D		CONTROLLING AGENCY	1	Sked by ADA Comd/DO (fone 930-3231 or DSN 784-4525).	200009
(RO)R177		CONTROLLING AGENCY	1	USMC, Camp Smedley D. Butler 635-3502/7221.(19 APR 1979).	200101
(RO)R183		CONTROLLING AGENCY	1	DSN 634-4597.	200008
(RO)R195		CONTROLLING AGENCY	1	NAF Kadena, fone 634-4597.	200008
(RO)R201		CONTROLLING AGENCY	1	Comdr MCB JA, OPS and Trng, fone 635-7221/7222 (988-925111 extn 7221/7222).(18 OCT 1990).	200008
(RO)R202		CONTROLLING AGENCY	1	USMC Comdr MCB JA, OPS and Trng, fone 635-7221/7222 (988-925111 extn 7221/7222).	200008
(RO)R203		CONTROLLING AGENCY	1	USMC Comdr MCB JA, OPS and Trng, fone 635-7221/7222 (988-925111 extn 7221/7222).	200008
(RO)R204		CONTROLLING AGENCY	1	USMC Comdr MCB JA, OPS and Trng, fone 635-7221/7222 (988-925111 extn 7221/7222).	200008
(RO)W172		CONTROLLING AGENCY	1	18 OSS/OSO Kadena AB fone 634-4597.	200511
(RO)W173		CONTROLLING AGENCY	1	CFA0 Kadena AB, fone DAN 634-7075.	200401
(RO)W173A		CONTROLLING AGENCY	1	18TH OSS - Kadena AB, fone DSN 634-4599.	200401
(RO)W173B		CONTROLLING AGENCY	1	CFAO Kadena AB - fone DSN 634-7075.	200401
(RO)W173C		CONTROLLING AGENCY	1	CFAO Kadena AB - fone DSN 634-7075.	200401
(RO)W174		CONTROLLING AGENCY	1	18TH OSS/OSO Kadena AB, fone 634-2535/3780.(11 JUN 1999).	200511
(RO)W174A		EFFECTIVE ALTITUDE	1	Abv FL 150 by NOTAM.	199911
(RO)W174A		CONTROLLING AGENCY	1	18TH OSS/OSO Kadena AB fone 634-4597.	200511
(RO)W175		CONTROLLING AGENCY	1	CFAO Kadena AB, fone DSN 634-7075.	200401
(RO)W176		CONTROLLING AGENCY	1	18TH OSS/OSO Kadena AB fone 634-2535/3780.	200511
(RO)W178		EFFECTIVE TIMES	1	Mon-Fri 2100-1400Z, Sat 2100-0300 and 0800-1400Z.	200008
(RO)W178		CONTROLLING AGENCY	1	USMC, Camp Smedley D. Butler, OPS and Trng, DSN 635-7221/7222.	200101
(RO)W178A		CONTROLLING AGENCY	1	USMC, Camp Smedley D. Butler, OPS and Trng, DSN 635-7221/7222.	200101
(RO)W179		CONTROLLING AGENCY	1	18TH OSS/OSO Kadena AB, fone 634-4597.	200511
(RO)W181		CONTROLLING AGENCY	1	CFAO Kadena AB - fone DSN 634-7075.	200401
(RO)W182		CONTROLLING AGENCY	1	CFAO Kadena AB - fone DSN 634-7075.	200401
(RO)W183A		CONTROLLING AGENCY	1	CFAO Kadena AB, fone DSN 634-7075.	200401
(RO)W184		CONTROLLING AGENCY	1	CFAO Kadena AB, fone DSN 634-7075.	200401
(RO)W185		CONTROLLING AGENCY	1	CFAO Kadena AB, fone DSN 634-7075.	200401
(SAR214)		GENERAL	1	Ctc ACC and file flt plan before entering a hail ctl sctr or dep an arpt in thearea.	200103
(SAR215)		GENERAL	1	Ctc ACC and file flt plan before entering a hail ctl sctr or dep an arpt in thearea.	200103
(SAR217)		GENERAL	1	Ctc ACC and file flt plan before entering a hail ctl sctr or dep an arpt in thearea.	200103
(TX)R3017		EFFECTIVE ALTITUDE	1	Copter,To 2500' Prop, To 5000' Jet	200103
(UGT1)		GENERAL	1	ARTILLERY TRAINING AREA	200109
(UGT2)		GENERAL	1	ATTILLERY TRAINING AREA	200402
(UGT3)		GENERAL	1	ARTILLERY TRAINING AREA	200109
(UGT4)		GENERAL	1	ARTILLERY TRAINING AREA	200109
(UGT5)		GENERAL	1	ATTILLERY TRAINING AREA	200402
(UGT6)		GENERAL	1	ARTILLERY TRAINING AREA	200109
(VHP22)		CONTROLLING AGENCY	1	Proh to US Mil aircraft	199913
(VHP23)		CONTROLLING AGENCY	1	Proh to US Mil aircraft	199913
(VHW500)		GENERAL	1	WARNING  ALL AIRCRAFT ARE PROHIBITED FROM FLYING OVER THE CHINESE ISLANDS IN SOUTH CHINA SEAS AND OVER WATER ADJACENT TO HONG KONG.  AIRCRAFT  INFRINGING UPON NON FREE FLYING TERRITORY MAY BE FIRED UPON WITHOUT WARNING.	200411
(VHW501)		GENERAL	1	WARNING  ALL AIRCRAFT ARE PROHIBITED FROM FLYING OVER THE CHINESE ISLANDS IN SOUTH CHINA SEAS AND OVER  WATER ADJACENT TO HONG KONG.  AIRCRAFT  INFRINGING UPONNON FREE FLYING TERRITORY MAY BE FIRED UPON WITHOUT WARNING.	200411
(VHW502)		GENERAL	1	WARNING  ALL AIRCRAFT ARE PROHIBITED FROM FLYING OVER THE CHINESE ISLANDS IN SOUTH CHINA SEAS AND OVER WATER ADJACENT TO HONG KONG.  AIRCRAFT  INFRINGING UPON NON FREE FLYING TERRITORY MAY BE FIRED UPON WITHOUT WARNING.	200411
(VNR12)		EFFECTIVE ALTITUDE	1	Helicopters proh fr entering this airspace at any vert limit.	199911
A211		CONTROLLING AGENCY	1	Using Agcy-USA, CO, Fort Rucker.	200102
A220		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, McGuire AFB.	200102
A231		EFFECTIVE ALTITUDE	1	Excld blw 4000' AGL wi Luke AFB Class D Airspace.	200101
A231		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 56 FW, Luke AFB, DSN 896-5855, C623-856-5855.	200101
A260		EFFECTIVE ALTITUDE	1	Excld blw 8800' AMSL wi Colorado Springs USAF Academy Class D Airspace area. Excld btn 8500'-10,200' AMSL wi Colorado Springs Class C Airspace area.	200202
A260		EFFECTIVE TIMES	1	hol. 6 Aug-31 May 1330Z++ or SR (if later)-0100Z++ or SS (if earlier); clsd Sunand hol.	200202
A291A		CONTROLLING AGENCY	1	Using Agcy-General avn acft.	199911
A291B		CONTROLLING AGENCY	1	Using Agcy-General avn acft.	199911
A291C		CONTROLLING AGENCY	1	Using Agcy-General avn acft.	199911
A291D		CONTROLLING AGENCY	1	Using Agcy-General avn acft.	199911
A292		EFFECTIVE ALTITUDE	1	Wi Federal Awy otherwise to FL175.	200102
A292		CONTROLLING AGENCY	1	Using Agcy-USN, CO, COMTRAWING 6, Pensacola NAS, Duty hr DSN 922-2305, C904-452-2305, OT DSN 922-2431, C904-452-2431.	200102
A311		CONTROLLING AGENCY	1	Ctl Agcy-P.O. Box 4009, Honolulu. Using Agcy-USA, CO, 25th Inf Div, Schofield Barracks. Lightning CON 39.35.	200105
A371		CONTROLLING AGENCY	1	Using Agcy-USA, CO, Campbell AAF, Fort Campbell.	200102
A381		EFFECTIVE ALTITUDE	1	Excld Class D and Class E Airspace sfc areas wi this Alert Area.	200311
A381		CONTROLLING AGENCY	1	Using Agcy-General avn acft.	200008
A440		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 14 FTW, Columbus AFB, DSN 742-7633/3011/7560, C662-434-7633/3011/7560, 14OSS/OSOP@columbus.af.mil.	200507
A481		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Tactical Ftr WEPS Cntr, Nellis AFB.	200103
A530		CONTROLLING AGENCY	1	Using Agcy-USMC, CO, Cherry Point MCAS, DSN 528-4040/4041, C919-466-4040/4041.	200102
A531		GENERAL	1	Extv copter trng.	200103
A531		EFFECTIVE TIMES	1	Ocnl Sat-Sun.	200102
A531		CONTROLLING AGENCY	1	Using Agcy-USA, CO, Fort Bragg.	200102
A561		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, Sheppard AFB.	200102
A562A		GENERAL	1	Excld airspace within Class D airspace and Class E surface areas.	200511
A562A		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, Vance AFB.	200102
A562B		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, Vance AFB.	200102
A632A		EFFECTIVE TIMES	1	Mon-Fri SR-0500Z++, Sat SR-SS, Sun 1800Z++-SS.	200103
A632A		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Corpus Christi NAS.	200102
A632B		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Corpus Christi NAS.	200103
A632C		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Corpus Christi NAS.	200102
A632D		EFFECTIVE TIMES	1	OT by NOTAM.	200102
A632D		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Corpus Christi NAS.	200102
A632E		EFFECTIVE TIMES	1	OT by NOTAM.	200102
A632E		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Corpus Christi NAS.	200102
A632F		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Corpus Christi NAS.	200102
A633A		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Laughlin AFB.	200102
A633B		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Laughlin AFB.	200102
A635		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Randolph AFB.	200102
A636		GENERAL	1	Excld airspace wi Wichita Falls Class D Airspace.	200102
A636		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Sheppard AFB.	200102
A638		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Randolph AFB.	200102
A639A		EFFECTIVE TIMES	1	Mon-Fri SR-SS exc hol, OT daylt only by NOTAM.	200102
A639A		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 557th Flying Trng Squadron, USAF Academy.	200102
A639B		EFFECTIVE TIMES	1	Mon-Fri exc hol, OT daylt only by NOTAM.	200102
A639B		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 557th Flying Trng Squadron, USAF Academy.	200102
A640		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 12th FTW, Randolph AFB.	200102
A680		EFFECTIVE TIMES	1	Apr-Oct 1800-0930Z++; Nov-Mar 1800-0759Z++; OT by NOTAM.	199911
A680		CONTROLLING AGENCY	1	FSS wi 200 NM. Using Agcy-USN, CO, Whidbey Island NAS, Oak Harbor, 98278, DSN 820-2877, C360-257-2877.	200103
A682(A)		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Travis AFB.	200102
A682(B)		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Travis AFB.	200102
A683		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, McConnell AFB, Beech Acft Corp, Cessna Acft Co and Boeing Mil Acft Co.	200102
A684		GENERAL	1	Excld the airspace wi Moody AFB Class D Airspace, Valdosta Rgnl Class D Airspace, R3008A, B, C and D when activated and the airspace W of the E edge of I-75. Extv mil stu flt trng opr.	200313
A684		EFFECTIVE TIMES	1	24 hr in advance.	200108
A684		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Moody AFB, Valdosta.	200108
A685		GENERAL	1	Extv low alt R/W and F/W trng opr.	200313
A685		CONTROLLING AGENCY	1	Using Agcy-USA, CO, 5th Ranger Trng Bn, Camp Merrill, Dahlonega.	200313
BID1		EFFECTIVE TIMES	1	Reykjavik Twr will be informed of periods of act.	200010
BID1		CONTROLLING AGENCY	1	During active periods pilots flying near Sandskeid should contact Sanskeid Radioon 119.9 MHz for further information.	200008
BID10		AREA NAME	1	Mil VFR trng area incl hi speed maneuvering.	200213
BID10		CONTROLLING AGENCY	1	Pilots intending flt thru area ctc ATC prior to entry.	200213
BID11		EFFECTIVE TIMES	1	1 May - 31 Oct.  Consult Akureyri Twr/App Con.	200008
BID7		GENERAL	1	If practicing landings at Sandskeid shall communicate on 119.9 MHz.	200107
BID8		AREA NAME	1	A/A frng.	200213
BID8		EFFECTIVE TIMES	1	Act by NOTAM 24 hr advance.	200213
BID9		AREA NAME	1	MOA. Hi speed maneuvering acft.	200213
BID9		EFFECTIVE TIMES	1	Daily frm Mon-Fri, 0900-1100 1 Sep to 31 May, 0800-1000 1 Jun to 31 Aug.	200213
BIP1		GENERAL	1	It is possible to obtain exm to fly thru area for  scientific research.	200213
BIR1		GENERAL	1	Restriction:  Two way radio on 118.0 MHz and transponder.	200111
CYA102(M)		CONTROLLING AGENCY	1	C604-775-9622. Using Agcy-19 Wg OPS, CFB Comox C205-339-8231.	200212
CYA105(H)		CONTROLLING AGENCY	1	C604-854-5950.	200010
CYA110(H)		CONTROLLING AGENCY	1	C250-363-6621. Using Agcy - Vancouver Island Hang Gliding Club C250-727-3819.	200101
CYA124(M)		EFFECTIVE ALTITUDE	1	Ocnl to 5000' by NOTAM.	200009
CYA124(M)		CONTROLLING AGENCY	1	C250-339-8211, extn 8770 , DSN 252-8770. Using Agcy-19 Wg OPS, CFB Comox, C250-339-8231 or DSN 252-8231.	200010
CYA133(H)		EFFECTIVE ALTITUDE	1	Hi by NOTAM.	200212
CYA163(M)		CONTROLLING AGENCY	1	C230-339-8231. Using Agcy- 19 Wg OPS, CFB Comox, DSN 250--8231.	200404
CYA164(M)		CONTROLLING AGENCY	1	C230-339-8231. Using Agcy- 19 Wg OPS, CFB Comox, DSN 252-8231.	200404
CYA166(M)		CONTROLLING AGENCY	1	C250-339-8231. Using Agcy-19 Wg OPS, CFB Comox, DSN 252-8231.	200404
CYA167(S)		CONTROLLING AGENCY	1	C604-666-9622. Using Agcy - Rocky Mountain Soaring Centre, C250-344-6665.	200010
CYA168(H)		CONTROLLING AGENCY	1	C250-635-2110.	200010
CYA201(S)		CONTROLLING AGENCY	1	C780-890-8397. Using Agcy-Alberta Soaring Council, C780-625-4563.	200010
CYA214(M)		CONTROLLING AGENCY	1	C780-973-4108.	200014
CYA215(S)		CONTROLLING AGENCY	1	C780-890-8397. Using Agcy-Alberta Soaring Council, C780-625-4563.	200102
CYA218(P)		EFFECTIVE ALTITUDE	1	Hi by NOTAM.	200103
CYA218(P)		CONTROLLING AGENCY	1	C780-890-8397.	200103
CYA262(M)		CONTROLLING AGENCY	1	C204-983-8338. Using Agcy-4 Wg OPS, CFB Cold Lake, C780-840-8000, extn 8595, DSN690-8595.	200102
CYA263(S)		CONTROLLING AGENCY	1	C780-890-8397. Using Agcy-Cu Nim Gliding Club, C403-938-2796.	200307
CYA264(P)		CONTROLLING AGENCY	1	C780-890-8397. Using Agcy-Calgary Skydive Centre, C403-285-5867.	200307
CYA311(P)		EFFECTIVE ALTITUDE	1	To 5000' cont daylt. To 12000' by NOTAM.	200013
CYA311(P)		CONTROLLING AGENCY	1	C306-543-4308.	200013
CYA312(P)		EFFECTIVE ALTITUDE	1	1 Apr-30 Nov. To 12000' by NOTAM.	200102
CYA312(P)		CONTROLLING AGENCY	1	C306-477-2333. Using Agcy- Prairie Skymasters Club,C306-477-2333.	200102
CYA313(M)		CONTROLLING AGENCY	1	DSN 826-5572. Using Agcy-AIS,15 Wg Moose Jaw, C306-694-2222, extn 5263.	200313
CYA314(M)		CONTROLLING AGENCY	1	DSN 826-5572. Using Agcy-AIS,15 Wg Moose Jaw C306-694-2222, extn 5263.	200313
CYA315(P)		CONTROLLING AGENCY	1	C306-636-3232/634-8401. Using Agcy - Weyburn Sport Parachute Association, C306-636-3232/634-8401.	200102
CYA317(P)		EFFECTIVE TIMES	1	30 Mar-30 Nov, 2200Z++-SS Mon-Fri; cont daylt Sat, Sun, and hol.	199911
CYA317(P)		CONTROLLING AGENCY	1	C306-636-3232/634-8401. Using Agcy-Weyburn Sport Parachute Association, C306-636-3232/634-8401.	200013
CYA402(M)		CONTROLLING AGENCY	1	C204-983-8338. Using Agcy-17 Wg OPS, CFB Winnipeg C204-833-2700, DSN 257-2700.	200013
CYA407(T)		EFFECTIVE TIMES	1	OT by NOTAM.	200102
CYA407(T)		CONTROLLING AGENCY	1	C204-428-4204.	200106
CYA408(S)		CONTROLLING AGENCY	1	Using Agcy- Winnipeg Gliding Club.	200102
CYA411(F)		CONTROLLING AGENCY	1	C204-344-5558.	200412
CYA414(T)		CONTROLLING AGENCY	1	C204-428-4204.	200106
CYA509(P)		EFFECTIVE ALTITUDE	1	Hi by NOTAM.	200309
CYA512(P)		EFFECTIVE ALTITUDE	1	Hi by NOTAM.	200103
CYA512(P)		EFFECTIVE TIMES	1	Cont Days Wed, Sat, Sun, and hol, OT by NOTAM.	200012
CYA512(P)		CONTROLLING AGENCY	1	Using Agcy-St Catherines Parachute Club.	200103
CYA521(M)		CONTROLLING AGENCY	1	C905-676-4509. Using Agcy-22 Wg OPS, CFB North Bay, C705-494-6011 extn 6125/6606, (CSN) 628-6125/6606.	200103
CYA524(S)		CONTROLLING AGENCY	1	C514-633-3365. Using Agcy-Montreal Soaring Council C613-632-0886/5438/1985.	200103
CYA525(A)		CONTROLLING AGENCY	1	C905-676-4509	200010
CYA528(S)(T)		CONTROLLING AGENCY	1	Using Agcy - Rideau Valley Soaring.	200103
CYA530(M)		CONTROLLING AGENCY	1	C905-676-4509. Using Agcy-NORAD OPS Cntr C315-330-6113.	200103
CYA532(A)		CONTROLLING AGENCY	1	C905-676-4597. Using Agcy-Future Air C705-528-6200.	200309
CYA534(S)		CONTROLLING AGENCY	1	C514-633-3671. Using Agcy-Rideau Valley Soaring.	200410
CYA609(M)		CONTROLLING AGENCY	1	C514-633-3365. Using Agcy-3 Wg OPS, CFB Bagotville C418-677-4000 extn 8283, DSN661-8283.	200103
CYA616(T)		CONTROLLING AGENCY	1	C514-633-2871.	200011
CYA619(H)		CONTROLLING AGENCY	1	C418-335-7945.	200011
CYA621(H)		CONTROLLING AGENCY	1	C514-443-0295.	200011
CYA623(H)		CONTROLLING AGENCY	1	C514-443-0295.	200011
CYA627(S)		CONTROLLING AGENCY	1	C514-597-7070.	200011
CYA661(M)		EFFECTIVE TIMES	1	1100-2300Z++ Mon-Fri exc hol, OT by NOTAM	200103
CYA661(M)		CONTROLLING AGENCY	1	C418-677-4000 extn 8944. Using Agcy-3 Wg OPS, CFB Bagotville C418-677-4000 extn8283.	200309
CYA662(M)		EFFECTIVE ALTITUDE	1	Hi by NOTAM.	200103
CYA662(M)		CONTROLLING AGENCY	1	C418-677-4000 extn 8944. Using Agcy-3 Wg OPS, CFB Bagotville, C418-677-4000 extn8283.	200309
CYA702(P)		CONTROLLING AGENCY	1	C902-848-6605.	200501
CYA731(M)		CONTROLLING AGENCY	1	5 Wg Goose Bay, C709-896-6900 extn 7331, DSN 568-7331.	200103
CYA732(M)		GENERAL	1	Excluding CYR 701	200513
CYA732(M)		EFFECTIVE ALTITUDE	1	To FL 600 by NOTAM	200103
CYA732(M)		CONTROLLING AGENCY	1	5 Wg Goose Bay C709-896-6900 extn 7331, DSN 568-7331.	200513
CYA733(M)		EFFECTIVE ALTITUDE	1	To FL 600 by NOTAM	200103
CYA733(M)		CONTROLLING AGENCY	1	5 Wg Goose Bay, C709-896-6900 extn 7331, DSN 568-7331.	200103
CYA752(M)		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-14 Wg OPS C902-765-1494 extn 5447, DSN 568-5447.	200103
CYA753(S)		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Bluenose Soaring Club C902-632-2088.	200103
CYA755(M)		EFFECTIVE ALTITUDE	1	To FL 600 by NOTAM	200103
CYA755(M)		CONTROLLING AGENCY	1	5 Wg Goose Bay C709-896-6900 extn 7331, DSN 568-7331.	200103
CYD101		CONTROLLING AGENCY	1	C604-775-9622. Using Agcy-19 Wg OPS, CFB Comox, C250-339-8231.	200101
CYD106		CONTROLLING AGENCY	1	Using Agcy - 19 Wg OPS, CFB Comox C205-339-8231.	200010
CYD734		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Maritime OPS Cntr, CFB Halifax C902-427-0050 extn6081/2502, DSN 447-6081/2502.	200103
CYD735		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Maritime OPS Cntr, CFB Halifax C902-427-0050 extn6081/2502, DSN 447-6081/2502.	200103
CYD736		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Maritime OPS Cntr, CFB Halifax C902-427-0050 extn6081/2502, DSN 447-6081/2502.	200103
CYD737		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Maritime OPS Cntr, CFB Halifax C902-427-0050 extn6081/2502, DSN 447-6081/2502.	200103
CYD738		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Maritime OPS Cntr, CFB Halifax C902-427-05-050 extn 6081/2502, DSN 447-6081/2502.	200103
CYD739		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Maritime OPS Cntr, CFB Halifax C902-427-0050 extn6081/2502, DSN 447-6081/2502.	200103
CYD740		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Maritime OPS Cntr, CFB Halifax C902-427-0050 extn6081/2502, DSN 447-6081/2502.	200103
CYD741		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Maritime OPS Cntr, CFB Halifax C902-427-0050 extn6081/2502, DSN 447-6081/2502.	200103
CYD742		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Maritime OPS Cntr, CFB Halifax C902-427-0050 extn6081/2502, DSN 447-6081/2502.	200103
CYD743		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Maritime OPS Cntr, CFB Halifax C902-427-0050 extn6081/2502, DSN 447-6081/2502.	200103
CYD744		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Maritime OPS Cntr, CFB Halifax C902-427-0050 extn6081/2502. DSN 447-6081/2502.	200103
CYD745		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Maritime OPS Cntr, CFB Halifax C902-427-0050 extn6081/2502, DSN 447-6081/2502.	200103
CYD746		CONTROLLING AGENCY	1	C506-867-7178/7173. Using Agcy-Maritime OPS Cntr, CFB Halifax C902-427-0050 extn6081/2502, DSN 447-6081/2502.	200103
CYR103		CONTROLLING AGENCY	1	C604-775-9622. Using Agcy-Range Con, Base OPS Cntr, CFB Esquimalt, C250-391-4164/4162, DSN 255-2000.	200408
CYR104		CONTROLLING AGENCY	1	C604-775-9622. Using Agcy-Maritime OPS Cntr, CFB Esquimalt, C250-363-2425/5848,DSN 255-2425.	200102
CYR107		CONTROLLING AGENCY	1	C604-775-9622. Using Agcy-19 Wg OPS, CFB Comox C205-339-8231. DSN 252-8231.	200301
CYR108		CONTROLLING AGENCY	1	C604-775-9622. Using Agcy-Range Con, Base OPS Cntr, CFB Esquimalt, C250-391-4164/4162, DSN 255-2000.	200408
CYR109		CONTROLLING AGENCY	1	C604-775-9622. Using Agcy-19 Wg OPS, CFB Comox C205-339-8231. DSN 252-8231.	200301
CYR112		CONTROLLING AGENCY	1	C604-436-6020.	200010
CYR114		CONTROLLING AGENCY	1	C250-727-5059.	200107
CYR115		EFFECTIVE ALTITUDE	1	Abv 1000' to 1500' by NOTAM.	200107
CYR115		CONTROLLING AGENCY	1	C250-493-2277.	200107
CYR138		CONTROLLING AGENCY	1	C604-796-2231.	200010
CYR139		CONTROLLING AGENCY	1	C250-380-4642.	200010
CYR140		CONTROLLING AGENCY	1	C604-826-1231.	200010
CYR141		CONTROLLING AGENCY	1	C604-870-7755.	200513
CYR156		CONTROLLING AGENCY	1	C604-775-9622. Using  Agcy-Range Con, Base OPS Cntr, CFB Esquimalt, C250-391-4164/4162, DSN 255-2000.	200408
CYR157		CONTROLLING AGENCY	1	C604-775-9622. Using Agcy-19 Wg OPS, CFB Comox, C250-339-8231.	200014
CYR160		CONTROLLING AGENCY	1	C604-775-9622. Using Agcy-Base OPS, CFB Chilliwack, C604-858-1003.	200014
CYR165		CONTROLLING AGENCY	1	C604-858-1123.	200014
CYR203		CONTROLLING AGENCY	1	C780-890-8397. Using Agcy-Base OPS, Camp Wainwright, C780-842-1363, extn 1202, DSN  530-1202.	200014
CYR204		CONTROLLING AGENCY	1	C780-840-8594. Using Agcy-4 Wg OPS, CFB Cold Lake, C780-840-8000, extn 8595, DSN690-8595.	200301
CYR205(1)		EFFECTIVE ALTITUDE	1	Subj to chg by NOTAM.	200102
CYR205(1)		CONTROLLING AGENCY	1	C403-544-4410/4313.	200102
CYR205(2)		EFFECTIVE ALTITUDE	1	Subj to chg by NOTAM. Unltd 1 Apr - 1 Dec.	200012
CYR205(2)		CONTROLLING AGENCY	1	C403-544-4410/4313.	200012
CYR208		CONTROLLING AGENCY	1	C403-227-3391.	200012
CYR211		CONTROLLING AGENCY	1	C403-823-5101.	200012
CYR212		CONTROLLING AGENCY	1	C780-472-6052. Using Agcy-Warden, Edmonton Institution, C780-472-6052.	200102
CYR220		CONTROLLING AGENCY	1	C780-827-4200.	200013
CYR221		CONTROLLING AGENCY	1	C780-840-8594. Using Agcy-4 Wg OPS, CFB Cold Lake, C780-840-8000, extn 8595, DSN690-8595.	200301
CYR222		CONTROLLING AGENCY	1	C780-840-8594. Using Agcy-4 Wg OPS, CFB Cold Lake, C780-840-8000, extn 8595, DSN690-8595.	200301
CYR223		CONTROLLING AGENCY	1	C780-840-8594. Using Agcy-4 Wg OPS, CFB Cold Lake, C780-840-8000, extn 8595, DSN690-8595.	200201
CYR224		CONTROLLING AGENCY	1	C780-840-8594. Using Agcy-4 Wg OPS, CFB Cold Lake, C780-840-8000, extn 8595, DSN690-8595.	200403
CYR225		CONTROLLING AGENCY	1	C780-840-8594. Using Agcy-4 Wg OPS, CFB Cold Lake, C780-840-8000, extn 8595, DSN690-8595.	200402
CYR251		CONTROLLING AGENCY	1	C403-382-0746.	200209
CYR252		CONTROLLING AGENCY	1	C403-382-0746 or C403-380-0240.	200412
