SUAS_IDENT	SECTOR	TYPE	NAME	ICAO	CON_AGCY	LOC_HDATUM	WGS_DATUM	COMM_NAME	FREQ1	FREQ2	LEVEL	UPPER_ALT	LOWER_ALT	EFF_TIMES	WX	CYCLE_DATE	EFF_DATE
(LFP)M44		P	SAINT-NICOLAS	LFRR		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M46		P	TREFAVEN	LFRR		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009	28 Mar 96
(LFP)M47		P	TORPILLE	LFRR		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M48		P	GAVRES	LFRR		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009	20 Sep 90
(LFP)M49		P	VERGEROUX	LFRR		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M5		P	DIEUZE	LFEE		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	12 Aug 99
(LFP)M50		P	TOURRIS	LFMM		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M51		P	BOIS L'EVEQUE	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	02 Dec 99
(LFP)M52		P	MEZIDON	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M53		P	AUBIGNE RACAN	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M54		P	THOUARS	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M55		P	BRIENNE LE CHATEAU	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M56		P	LEYMENT	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M57		P	SALBRIS	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M58		P	CHATEAUDUN	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M59		P	SAINT-MICHEL	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	28 Mar 96
(LFP)M6		P	VINDECY	LFFF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M60		P	LA VOUTE POLIGNAC	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	12 Aug 99
(LFP)M61		P	NOGENT SUR SEINE	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	12 Aug 99
(LFP)M62		P	CATTENOM	LFEE		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	31 Dec 98
(LFP)M64		P	LAON COUCY	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M65		P	NANTES	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M66		P	LA PALLICE	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M7		P	VELARS/OUCHE	LFFF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M76		P	SARDELIS LHERM	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	20 Sep 90
(LFP)M78		P	CARLING	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M79		P	TREGUIER	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M80B		P	MOUSTIERS-SAINT MARIE	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M80C		P	MOUSTIERS-SAINT MARIE	LF		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M81		P	LAUTERBOURG	LF		WGE	WGE				L	002000AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M82		P	BERCENAY EN OTHE	LF		WGE	WGE				L	001000AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M83		P	BASSEVILLE	LF		WGE	WGE				L	002500AGL	SURFACE	CONT	VMC-IMC	200009	23 Jul 92
(LFP)M84		P	GRAMAT	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	12 Nov 92
(LFP)M85		P	LA LAUZETTE	LF		WGE	WGE				L	FL80	SURFACE	CONT	VMC-IMC	200009	12 Aug 99
(LFP)M86		P	SOULAINES-DHUIS	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	27 Apr 95
(LFP)M87		P	FAVEIRES	LF		WGE	WGE				L	FL80	SURFACE	CONT	VMC-IMC	200012	27 Apr 95
(LFP)M88		P	SOINGS EN SOLOGNE	LFFF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009	27 Apr 95
(LFP)M89		P	BARJAC	LFMM		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	31 Dec 98
(LFP)M9		P	VOUGLANS	LFMM		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	05 Apr 90
(LFP)M90		P	NESLE	LFFF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009	31 Dec 98
(LFP)M91		P	CHAMMES	LFFF		WGE	WGE				L	003300AGL	SURFACE	CONT	VMC-IMC	200213	05 Sep 02
(LFP)M92		P	AUNAY-SOUS-CRECY	LFFF		WGE	WGE				L	003300AGL	SURFACE	CONT	VMC-IMC	200304	05 Sep 02
(LFP)M93		P	MILLAU	LFFF		WGE	WGE				L	005500AMSL	SURFACE	CONT	VMC-IMC	200506	05 May 05
(LFP300)		P	LE RIPAULT	LFEN		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP301)		P	GRAVENCHON	LFFF		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP302)		P	FONTENAY AUX ROSES	LFPI		WGE	WGE				L	003800AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP303)		P	MARCOULE	LFMM		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP304)		P	CADARACHE	LFNF		WGE	WGE				L	004200AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP305)		P	FOS SUR MER	LFMM		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP306)		P	LACQ	LFBB		WGE	WGE				L	004100AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP307)		P	LE HARVE	LFOH		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP308)		P	ST NAZAIRE MONTOIR	LFRZ		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP309)		P	LYON FEYZIN	LFHJ		WGE	WGE				L	003800AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP310)		P	ST ALBAN	LFHH		WGE	WGE				L	003800AMSL	SURFACE	CONT	VMC-IMC	200510	10 Jun 04
(LFP311)		P	LE BARP	LFBB		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP312)		P	BELLEVILLE SUR LOIRE	LFFF		WGE	WGE				L	003700AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP313)		P	BLAYAIS BRAUD ET ST LOUIS	LFBB		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP314)		P	BRUYERES LE CHATEL	LFFF		WGE	WGE				L	003800AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP315)		P	BUGEY	LFMM		WGE	WGE				L	003900AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP316)		P	CATTENOM	LFGV		WGE	WGE				L	003000AMSL	SURFACE	CONT	VMC-IMC	200408	10 Jun 04
(LFP317)		P	CHINON AVOINE	LFFF		WGE	WGE				L	003400AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP318)		P	CHOOZ	LFFF		WGE	WGE				L	003700AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP319)		P	CIVAUX	LFBB		WGE	WGE				L	003600AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP320)		P	CRUAS MEYSSE	LFLQ		WGE	WGE				L	003600AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP321)		P	DAMPIERRE EN BURLY	LFFF		WGE	WGE				L	003700AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP322)		P	FESSENHEIM	LFEE		WGE	WGE				L	004000AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP323)		P	GOLFECH	LFBB		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP324)		P	GRAVELINES	LFFF		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP325)		P	GRENOBLE	LFLG		WGE	WGE				L	004000AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP326)		P	ST LAURENT DES EAUX	LFFF		WGE	WGE				L	003600AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP327)		P	CREYS MALVILLE	LFHI		WGE	WGE				L	004000AMSL	SURFACE	CONT	VMC-IMC	200505	10 Jun 04
(LFP328)		P	MIRAMAS	LFNE		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200505	10 Jun 04
(LFP329)		P	MORONVILLIERS	LFFF		WGE	WGE				L	004100AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP330)		P	NOGENT SUR SEINE	LFFF		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP331)		P	PALUEL	LFOS		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP332)		P	PENLY	LFAB		WGE	WGE				L	003700AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP333)		P	TRICASTIN/PIERRELATTE	LFND		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP334)		P	VALDUC	LFEE		WGE	WGE				L	004900AMSL	SURFACE	CONT	VMC-IMC	200406	10 Jun 04
(LFP335)		P	FLAMANVILLE	LFRR		WGE	WGE				L	003400AMSL	SURFACE	CONT	VMC-IMC	200505	24 Jun 04
(LFP336)		P	LA HAGUE	LFRR		WGE	WGE				L	003900AMSL	SURFACE	CONT	VMC-IMC	200505	24 Jun 04
(LFR201)		R	WEST TMA NICE	LFMM	NICE APP/INFO	WGE	WGE	NICE APP INFO	120.85  M		L	FL115	FL95	CONT	VMC-IMC	200602	30 Sep 04
(LFR202)		R	LA MOLE	LFTZ	MARSEILLE INFO	WGE	WGE	MARSEILLE INFO	118.125 M		L	FL95	03000AMSL	CONT	VMC-IMC	200508	07 Jul 05
(LFR203)		R	VOLFAC A	LFEE	RIESLING RADAR	WGE	WGE	POLYGONE INFO	130.275 M		L	FL115	00250AGL	BY NOTAM	VMC-IMC	200507	27 Nov 03
(LFR204)		R	VOLFAC B	LFEE	RIESLING RADAR	WGE	WGE	POLYGONE INFO	130.275 M		L	FL115	00250AGL	BY NOTAM	VMC-IMC	200507	27 Nov 03
(LFR205)		R	LYON FEYZIN	LFMM	LYON APP	WGE	WGE	LYON APP	127.575 M	125.8   M	L	005000AMSL	SURFACE	CONT	VMC-IMC	200411	29 Jan 04
(LFR207)		R	BIARRITZ	LFBZ	APP	WGE	WGE	APP	125.6   M		L	001500AMSL	SURFACE	CONT	VMC-IMC	200602	14 Apr 05
(LFR208)		R	MARSEILLE	LFML	APP	WGE	WGE	APP	120.2   M	131.225 M	L	005000AMSL	SURFACE	CONT	VMC-IMC	200601	29 Jan 04
(LFR209)		R	TOURS ZRT1	LFOT	TOURS INFO	WGE	WGE	TOURS INFO	118.3   M		L	003500AMSL	SURFACE	CONT	VMC-IMC	200411	28 Oct 04
(LFR210)		R	TOURS ZRT 2	LFOT	TOURS INFO	WGE	WGE	TOURS INFO	118.3   M		L	FL55	01500AMSL	CONT	VMC-IMC	200411	28 Oct 04
(LFR211)		R	SYDEREC	LFRM	PARIS WEST INFO	WGE	WGE	PARIS SOUTH INFO	129.625 M	125.9   M	L	004300AMSL	SURFACE	CONT	VMC-IMC	200513	01 Dec 05
(LFR220)		R	SALBRIS	LF	PARIS SOUTH INFO	WGE	WGE	PARIS SOUTH INFO	126.1   M		L	000500AGL	SURFACE	CONT	VMC-IMC	200508	30 Jun 05
(LH)TSA10		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL105	GND	MON-FRI 0500-2300Z++	VMC-IMC	200511	31 Dec 98
(LH)TSA11		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	GND	MON-FRI 0500-2300Z++	VMC-IMC	200412	31 Dec 98
(LH)TSA12		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL215	09500AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200511	31 Dec 98
(LH)TSA13		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL215	09500AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200412	31 Dec 98
(LH)TSA14		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL175	GND	MON-FRI 0500-2300Z++	VMC-IMC	200412	31 Dec 98
(LH)TSA15		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	UNLTD	FL205	INTMT	VMC-IMC	200511	29 Jan 98
(LH)TSA16		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	UNLTD	FL205	INTMT	VMC-IMC	200511	29 Jan 98
(LH)TSA20		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	FL275	FL145	MON-FRI 0500-2300Z++	VMC-IMC	200412	29 Jan 98
(LH)TSA50		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL155	07000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA51A		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	GND	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA51B		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL215	05000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA51C		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	05000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA52		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL175	04000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA53		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL175	04000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA54		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL215	GND	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA55A		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL215	GND	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA55B		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL215	GND	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA56		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL205	GND	MON-FRI 0500-2300Z++	VMC-IMC	200511	31 Dec 98
(LH)TSA57A		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		H	UNLTD	FL385	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA57B		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	UNLTD	FL215	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA57C		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	UNLTD	FL175	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA58L		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL205	FL135	MON-FRI 0500-2300Z++	VMC-IMC	200511	31 Dec 98
(LH)TSA58U		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	UNLTD	FL125	MON-FRI 0500-2300Z++	VMC-IMC	200412	31 Dec 98
(LH)TSA59		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		H	UNLTD	FL385	INTMT	VMC-IMC	200511	29 Jan 98
(LH)TSA60		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	007000AMSL	GND	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA61		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	07000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA62		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	07000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507	31 Dec 98
(LH)TSA63		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	07500AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200412	31 Dec 98
(LHR2)		R	TEMPORARY RESTRICTED AREA	LHLH		WGE	WGE				L	004000AMSL	GND	0600Z-SS	VMC-IMC	200512	10 Sep 05
(LID113)		D	SPEEDY	LIRR	MILANO ACC/ZAGREB ACC	WGE	WGE	MILANO MIL	129.825 M	233.55  M	B	FL280	05000AMSL	MON 0001Z - FRI 1500Z	VMC-IMC	200602	04 Mar 02
(LID114)		D	SONNY	LIRR	BRINDISI ACC/ZAGREB ACC	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	B	FL250	FL100	MON-FRI 0300-1400Z++, OT BY NOTAM	VMC-IMC	200209	24 Jan 02
(LID115)		D	LION	LIRR	BRINDISI ACC/ZAGREB ACC	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	B	FL210	SURFACE	BY NOTAM	VMC-IMC	200209	13 Jul 00
(LID116)		D	BRANDY	LIRR	BRINDISI ACC/ZAGREB ACC	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	L	004000AMSL	SURFACE	BY NOTAM	VMC-IMC	200011	23 Mar 00
(LIM01)		M	BASILICATA	LIBB	ITAF	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200102	27 Feb 97
(LIM02)		M	EMILIA	LIMM	ITAF	WGE	WGE	MILANO MIL	129.825 M	233.55  M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200602	27 Feb 97
(LIM03)		M	MOLISE	LIBB	ITAF	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200102	27 Feb 97
(LIM04)		M	NORTH MARCHE	LIMM	ITAF	WGE	WGE	MILANO MIL	129.825 M	233.55  M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200602	27 Feb 97
(LIM05)		M	NORTH SICILIA	LIRR	ITAF	WGE	WGE	ROMA MIL	123.225 M	232.6   M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200102	27 Feb 97
(LIM06)		M	PIEMONTE	LIMM	ITAF	WGE	WGE	MILANO MIL	129.825 M	233.55  M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200602	27 Feb 97
(LIM08)		M	SOUTH SICILIA	LIRR	ITAF	WGE	WGE	ROMA MIL	123.225 M	232.6   M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200110	27 Feb 97
(LIM09)		M	TOSCANA	LIRR	ITAF	WGE	WGE	ROMA MIL	123.225 M	232.6   M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200102	27 Feb 97
(LIP9G)		P	GAMMA CORRIDOR	LIBB	BRINDISI SCCAM/AMENDOLA APPROACH	WGE	WGE	AMENDOLA APPROACH	118.85  M	235.2   M	L	FL80	SURFACE	BY NOTAM	VMC-IMC	200602	04 Aug 05
(LIP9O)		P	OMEGA CORRIDOR	LIBB	BRINDISI SCCAM/AMENDOLA APPROACH	WGE	WGE	AMENDOLA APPROACH	118.85  M	235.2   M	L	FL80	SURFACE	BY NOTAM	VMC-IMC	200602	04 Aug 05
(LIP9S)		P	SIGMA CORRIDOR	LIBB	BRINDISI SCCAM/AMENDOLA APPROACH	WGE	WGE	AMENDOLA APPROACH	118.85  M	235.2   M	L	FL80	SURFACE	BY NOTAM	VMC-IMC	200602	04 Aug 05
(LIR117)		R	LIR117 TEMP	LILI	MILANO ACC	WGE	WGE	ACC	132.7   M		L	002500AMSL	GND	MON-FRI 0730-1630Z	VMC-IMC	200510	08 Jul 04
(LITRA2)		T	INDIA 2	LIMM	MILANO ACC/FIC	WGE	WGE	MILANO MIL	129.825 M	233.55  M	H	FL310	BY NOTAM	INTMT	VMC-IMC	200602	02 Jun 88
(LITRA5)		T	INDIA 5	LIBB	BRINDISI ACC/FIC	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	H	UNLTD	FL310	INTMT	VMC-IMC	200009	31 Dec 98
(LITRA5S)		T	INDIA 5 SOUTH	LIBB	BRINDISI ACC/FIC	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	H	FL310	FL290	INTMT	VMC-IMC	200009	13 Jul 00
(LITRA6)		T	INDIA 6	LIBB	BRINDISI ACC/FIC	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	H	FL310	FL290	INTMT	VMC-IMC	200009	13 Jul 00
(LITRA7)		T	INDIA 7	LIRR	ITAF	WGE	WGE				H	FL290	BY NOTAM	ACT BY MIL CONTROL	VMC-IMC	200109	28 May 92
(LITRA8)		T	INDIA 8	LIRR	ITAF	WGE	WGE				H	FL290	BY NOTAM	ACT BY MIL CONTROL	VMC-IMC	200109	31 Dec 98
(LITRA9)		T	INDIA 9	LIRR	ROMA ACC/FIC	WGE	WGE	ROMA MILITARY	232.6   M	300.375 M	H	FL290	BY NOTAM	INTMT	VMC-IMC	200009	13 Jul 00
(LP)TRA13		T		LP	LISBOA ACC	WGE	WGE	LISBOA ACC S SCTR	125.55  M	132.7   M	B	UNLTD	GND	CONT	VMC-IMC	200202	21 May 98
(LP)TRA4		T		LP	LISBOA APP	WGE	WGE	LISBOA APP	119.1   M	375.25  M	L	002000AMSL	SURFACE	CONT	VMC-IMC	200202	01 Sep 83
(LP)TRA54		T		LPLP	LISBOA ACC	WGE	WGE				B	FL245	SURFACE	CONT	VMC-IMC	200405	13 May 04
(LP)TRA55		T		LPLP	LISBOA ACC	WGE	WGE				B	FL245	05000AMSL	CONT	VMC-IMC	200405	13 May 04
(LP)TRA56		T		LP	LISBOA ACC	WGE	WGE	LISBOA ACC C SCTR	136.025 M	134.85  M	L	FL100	GND	CONT	VMC-IMC	200405	15 Apr 04
(LP)TRA57		T		LPLP	LISBOA ACC	WGE	WGE				L	FL245	GND	CONT	VMC-IMC	200410	13 May 04
(LP)TRA58A		T		LPLP	LISBOA ACC	WGE	WGE	LISBOA ACC S SCTR	125.55  M	132.7   M	B	FL500	SURFACE	CONT	VMC-IMC	200405	13 May 04
(LP)TRA58B		T		LPLP	LISBOA ACC	WGE	WGE	LISBOA ACC S SCTR	125.55  M	132.7   M	B	FL500	02000AMSL	CONT	VMC-IMC	200405	13 May 04
(LP)TRA58C		T		LP	LISBOA ACC	WGE	WGE	LISBOA ACC S SCTR	125.55  M	132.7   M	B	FL500	02000AMSL	CONT	VMC-IMC	200405	13 May 04
(LP)TRA58D		T		LP	LISBOA ACC	WGE	WGE	LISBOA ACC S SCTR	125.55  M	132.7   M	B	FL500	SURFACE	CONT	VMC-IMC	200405	13 May 04
(LP)TRA59		T		LP	LISBOA ACC	WGE	WGE	LISBOA ACC S SCTR	125.55  M	132.7   M	L	002000AMSL	SURFACE	CONT	VMC-IMC	200405	13 May 04
(LQ)D01		D	VRBANJA RANGE	LQ		WGE	WGE				L	006000AMSL	SURFACE		VMC-IMC	200503	27 Jun 04
(LQ)D02		D	RANDOVAN RANGE	LQ		WGE	WGE				L	007000AMSL	GND	0700-1500Z++	VMC-IMC	200503	02 Sep 04
(LQ)M07		R	ROZ-MO7	LQSB		WGE	WGE				L	FL110	SURFACE	BY NOTAM	VMC-IMC	200410	27 Jun 04
(LQ)TSA01		T	GLAMOC A	LQ		WGE	WGE				L	FL240	GND	BY NOTAM	VMC-IMC	200503	27 Mar 02
(LQ)TSA02		T	GLAMOC B	LQ		WGE	WGE				L	FL240	GND	BY NOTAM	VMC-IMC	200603	27 Mar 02
(LQ)TSA03		T	HARLEY	LQ	ZAGREB ACC	WGE	WGE				L	FL280	FL170	DLY 0000-2359	VMC-IMC	200503	10 Jul 04
(LQ)TSA04		T	BUKOVAC	LQ		WGE	WGE				L	009500AMSL	GND	DLY 0000-2359	VMC-IMC	200503	24 Dec 04
(LQ)TSA05		T	KALINOVIK	LQ		WGE	WGE				L	009500AMSL	GND	DLY 0000-2359	VMC-IMC	200503	24 Dec 04
(LQ)TSA06		T	KONJUH	LQ		WGE	WGE				L	009500AMSL	GND	DLY 0000-2359	VMC-IMC	200503	24 Dec 04
(LQ)TSA07		T	UDRIC	LQ		WGE	WGE				L	009500AMSL	SURFACE	DLY 0000-2359	VMC-IMC	200503	24 Dec 04
(LQ)TSA08		T	MANJACA	LQ		WGE	WGE				L	009500AMSL	SURFACE		VMC-IMC	200603	24 Dec 04
(LQ)TSA09		T	TRAVNIK	LQ		WGE	WGE				L	009500AMSL	SURFACE		VMC-IMC	200603	24 Dec 04
(LQ)TSA10		T	FORUM	LQ		WGE	WGE				L	FL280	FL100	BY NOTAM	VMC-IMC	200512	03 Feb 05
(LR)TSA 1A		T		LR		WGE	WGE				H	FL460	FL245	BY NOTAM	VMC-IMC	200510	12 May 05
(LR)TSA 1B		T		LR		WGE	WGE				H	FL460	FL245	BY NOTAM	VMC-IMC	200510	12 May 05
(LR)TSA 1C		T		LR		WGE	WGE				H	FL460	FL245	BY NOTAM	VMC-IMC	200510	12 May 05
(LRD200)		D	OTOPENI HTA	LRLR		WGE	WGE				L	001100AGL	SURFACE			200511	27 Sep 05
