ARPT_IDENT	RMK_SEQ	REMARK	CYCLE_DATE
EC46154	1	IFR TAKE-OFF MINIMUMS AND  DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
EC72049	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
EC73296	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
EC80356	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Rwy 12, 700-3600m.  Diverse departure not authorized.	200602
EC83844	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
EC84949	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Rwy 19, 1000-6000m Diverse departure not authorized.	200602
EG03373	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
EG34964	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
EG62850	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
EG70992	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Rwy 16: Diverse departure not authorized.    Rwy 05L/R, 23L/R: East to South departure 093  to 183 , climb runway track to 1500 before turning on course.   Rwy 23L:  150m-1600m, or standar wit	200602
EG70992	2	h min climb of 250ft/NM to 500.  Rwy 23R: 150m-3200m, or standard with min climbof 220 ft/NM to 500.  Rwy 34: Climb runway heading to 700 before turning on course.    TAKE-OFF Obstacles:  Rwy 05L: 374' MSL antenna, 2 NM from DER, 100' righ	200602
EG70992	3	t of RCL.    Rwy 05R: 458' MSL tower, 4117' from DER, 1540' left of RCL.   Rwy 23L: 443' MSL terrain, 3612' from DER, 468' left of RCL.                  427' MSL terrain, 2285' from DER, 680' left of RCL.                   411' MSL terrain,	200602
EG70992	4	2021' from DER, 373' left of RCL.                  394' MSL terrain, 1425' fromDER, 221' left of RCL.  Rwy 23R: 354' MSL bldg,1.8 NM from DER, 2147' from RCL.273' MSL pole, 4364' from DER, 523' right of RCL.	200602
EG70992	5	262' MSL pole, 3303' from DER, 634' left of RCL.                  Crane operating area 6122' from DER and 354' left of RCL.	200602
EG92918	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
EI25196	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
EI51794	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.   Rwy 10/16/28, use published departure procedures for obstacle avoidance.	200602
EI62625	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  CAT AB (Non jet) acft:  Rwy 24/06 or 31/13: Climb straight ahead on track until passing 500 and then as directedby ATC.  Rwy 06 track 059 , Rwy 13 track 132 , Rwy 24 track 239 , Rwy 31 track	200602
EI62625	2	312 .  CAT CD (Jet) acft:  Climb straight ahead until passing 1500, and then as directed by ATC.   Rwy 06 track 059 , Rwy 24 track 239 .	200602
EI93739	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
EN09201	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200302
ER21105	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
ES49264	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
ES76339	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
ET14084	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES:  Diverse departure not authorized.	200602
EZ36746	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200301
FI76763	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized. Rwys 04R/15 use published procedure for obstacle avoidance.	200602
FM13386	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES:  IFR DEPARTURE PROCEDURE:  RWY 05, left turn; RWY 23 right turn, climb to 2000' or above before turning east.  CAUTION: Ships with masts up to 200' traverse harbor entrance located on west sid	200602
FM13386	2	e of runway.    ALTERNATE MINIMUMS:  NDB/DME-A; 800-3.  NA when NDB (UKS) not monitored or local weather not available. Both NDB (UKS) monitored and local weather available Monday through Saturday from 2100-0500Z (0800 local to 1600 local).	200602
FM34101	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES:  RWY 09/27, 400-1 1/2.  IFR DEPARTURE PROCEDURE: RWY 09; climb runway heading to 500' then left turn for north or west departure. Climb runway heading to 1500' before turning for S departure.	200602
FM34101	2	RWY 27; climb runway heading to 500' then right turn for N or E departure. Climb runway heading to 1500' before turning for S departure.  CAUTION: Ships with superstructure to 150' traverse Pohnpei channel, 400' off approach end RWY 09 clo	200602
FM34101	3	sing airport at times.    ALTERNATE MINIMUMS:  NDB or GPS-B (1)  NDB or GPS-C (1)  NDB/DME or GPS-A (1)  NDB/DME RWY 09, 800-3  (1) Cat D, 800-2 1/4.  RNAV (GPS) RW 09, NA  RNAV (GPS) RW 27, NA	200602
FM75079	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES:  RWY 04, climb on runway headingto 800 before turning right. Rwy 22, climb on runway heading to 1200 before turning left. CAUTION: Ships with superstructure to 150' traverse channels west of	200602
FM75079	2	RWY 04/22.    IFR ALTERNATE MINIMUMS:  NDB/DME RWY 04  NDB or GPS-A  NDB or GPS-B;  800-3.	200602
FM84082	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES:  IFR DEPARTURE PROCEDURE:  Rwy 07: climbing right turn to 1500' via 090  bearing from YP NDB then climb on course.  Rwy 25: climb rwy hdg to 500' then climb on course.	200602
FO63425	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
FP13720	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES:  Diverse departure not authorized.	200301
FR12055	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
FR12671	1	IFR TAKE-OFF MINIMUMS:  Diverse dep not auth.	200207
FR13806	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.   Rwy 15-33, use published departure procedure for obstacle avoidance.	200602
FR17485	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES   05076  Rwy 18,36: Diverse departure not authorized.  Rwy 18: Climb at 300 fpm (4.9%) mag track 176  to 2200, then straight ahead while climbing to enroute safe altitude. Tehoretical climb gra	200602
FR17485	2	dient, most penetrating obstacle: 757' tree 800' from DER, 610' right of centerline. If this obstacle is disregarded, theoretical climb gradient is standard (3.3%).  RWY 36: Climb mag track 356  to 2200, then straight ahead while climbing t	200602
FR17485	3	o enroute safe altitude. Disregard the 771' max grove of trees 36' from DER, 230' right of centerline. When EPANGY field is active, follow instructions from ctl.	200602
FR17816	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
FR24892	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE MINIMUMS  Diverse departure not authorized.	200602
FR28167	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES   05132  Minimum obstacle climb rate of 260 ft/Nm to 600. Ceiling and visibility of 300-1 in lieu of minimum obstacle climb rate. Controlling obstacles are (1) 436' steeple 113 T/1.5 NM from DE	200602
FR28167	2	R 26L and 196 T/1.04 NM from DER 08R. (2) 530' steeple 297 T/1.3 NM from DER 26Land 276 T2.7 NM from DER 08R. Rwy 26L: Climb on magnetic track 256  to 1000 (675), CAT AB, 3000 (2675) CAT CD, then direct track climbing to the minimum enrout	200602
FR28167	3	e  safety altitude. Rwy 08R: Climb on magnetic track 076  to 1000 (675), then direct track climbing to the enroute minimum safety altitude. Usable only with particular clearances. CAUTION: P112 located SSW of Brest Guipavas aerodrome.	200602
FR31622	1	All rwys, use published departure procedures for obstacle avoidance.	200503
FR33999	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
FR38979	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Rwy 05 and 11 Diverse departure not authorized. Rwy 23 and 29 Diverse departure not authorized east of sector boundaries 345  CW 220  from ARP.	200602
FR39156	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
FR58081	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
FR64510	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES   02332  Diverse departure not authorized.  TAKE-OFF Obstacles:  Rwy 27: 636' MSL (52' AGL) Trees 840' from DER, left of centerline.	200602
FR76590	1	IFR TAKE-OFF MINIMUMS:  Diverse departure not authorized.	200207
FR99562	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES    Diverse departure not authorized.	200308
GG53029	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.  Use published departure procedures for obstacle avoidance.	200602
GJ69164	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM01853	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  06075  Diverse departures not authorized.   RWY 07L-25R, RWY 07R-25L, and RWY 18, use published Departure Procedure for obstacle avoidance.	200603
GM02973	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  CAUTION: 479' church 2566' from Rwy 10. 445' tree 1207' from Rwy 28.	200602
GM03600	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.   Rwy 09-27, use published Departure Procedure for obstacle avoidance.	200602
GM09482	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departures not authorized.  RWY 08-26, use published Departure Procedure for obstacle avoidance.  RWY 08: Cross DER at or above 35' AGL/122' MSL.  RWY 26: Cross DER at or above 35' AGL	200602
GM09482	2	/132' MSL.   TAKE-OFF Obstacles:  138' MSL (41' AGL) Tree, 492' from DER, 496' right of centerline.  135' MSL (38' AGL) Tree, 962' from DER, 645' right of centerline.  125' MSL (28' AGL) Tree, 593' from DER, 616' right of centerline.	200602
GM10062	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM18225	1	IFR TAKE-OFF MINIMUMS:  Diverse departure not authorized.	200206
GM22035	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM23184	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM23911	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.  Rwy 03-21, use published Departure Procedures for obstacle avoidance.	200602
GM29555	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.  Rwy 09-27, use published Departure Procedure for obstacle avoidance.	200602
GM30844	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM30895	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES   05272  Diverse departure not authorized. Rwy 09/27 use published Departure Procedures for obstacle avoidance. TAKE-OFF Obstacles:  Rwy 08: 66' AGL smokestack, 3164' from DER, 426' left of ce	200602
GM30895	2	nterline.	200602
GM34171	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM34188	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized. Rwy 03-21, use published Departure Procedures for obstacle avoidance.	200602
GM38012	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM38555	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES   04246  Diverse departure not authorized.	200602
GM38792	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM40032	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM43621	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  06075  Rwy 07: Use MASIR1W, TABUM1W Departure.  Rwy 25: Use MASIR1X, NISTE1X, RID1X, SOBRA1X, TABUM1X Departure or SOBRA1W, RID1W, NISTE1W Departure.	200603
GM51777	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM51956	1	IFR MINIMUMS AND DEPARTURE PROCEDURES   05104  Rwy 05R-23L, use published departure procedures for obstacle clearance.	200602
GM61211	1	IFR TAKE-OFF MINIMUMS:  Diverse dep not auth.	200208
GM61269	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM61279	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.   Rwy 25: 500-2 or standard with minimum climb of 250'/NM to 1700.	200602
GM64353	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES   04302  Diverse departure not authorized.  Rwy 07-25, use published Departure Procedure for obstacle avoidance. TAKEOFF Obstacles:  Rwy 25: 466' MSL (79' AGL) radar antenna, 789' from DER, 73	200602
GM64353	2	5' left of centerline.  CAUTION: Close-in obstacles located both sides of midfield.  484' MSL (127' AGL) tower, 119  true, 2694' from ARP. 461' MSL (107' AGL) tower, 317  true, 948' from ARP. 482' MSL (122' AGL) smokestack, 129  true, 1486'	200602
GM64353	3	from ARP.	200602
GM64671	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM67415	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM70716	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.  Rwy 03/21 use published departure procedure for obstacle avoidance.	200602
GM70931	1	IFR TAKE-OFF MINIMUMS:  Diverse dep not auth.	200207
GM71150	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PRODECURES    CAUTION: Avoid 1600 MSL VFR tfc pat at OCHSENFURT A/D.   CAUTION: Antennas and trees located close to rwys.	200302
GM72275	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM73322	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Rwy 05: 2000-3200m or standard with climb at a minimum rate of 21ft/NM to 2300. Rwy 23: 700-3200m or standard with climb at a minimum rate of 300ft/NM to1000.  CAUTION: Rwy 05: Trees located c	200602
GM73322	2	lose to DER. Rwy 23: Smokestacks and buildings located close to DER.	200602
GM74729	1	IFR TAKE-OFF MINIMUMS:  Diverse dep not auth.	200207
GM79566	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES   05244  Rwy 08/26, diverse departure not authorized. Use published departure procedures for obstacle clearance.	200602
GM81365	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM85555	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  05104  Diverse departure not authorized.  Rwy 10-28, use published Departure Procedure for obstacle avoidance. CAUTION:  65' Trees, 1552' from Rwy 10 DER, 460' left of centerline.	200602
GM87318	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GM90728	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.  Rwy 08-26, use published Departure Procedrues for obstacle avoidance.	200602
GM90966	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES   05356  TAKE-OFF Obstacles:  Rwy05:   1218' MSL (5' AGL) junction box, 44' from DER, 161' left of centerline. 1281' MSL (120' AGL) trees, 1003' from DER, 637' right of centerline.  1246' MSL	200602
GM90966	2	(85' AGL) trees, 1211' from DER, 494' right of centerline.  1289' MSL (65' AGL)trees, 1471' from DER, 776' left of centerline.  1310' MSL (65' AGL) trees, 4367' from DER, 328' right of centerline.  Rwy 23:  1130' MSL (5' AGL) barrier mark	200602
GM90966	3	er, 63' from DER, 156' left of centerline.	200602
GM99870	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GP27530	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GQ89876	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES:  Rwy 06L/R, 500-1*  Rwy 24L/R, 500-1**  * Or standard with minimum climb of 360/NM to 800.  ** Or standard with minimum climb of 300/NM to 1400.    IFR DEPARTURE PROCEDURE:  Rwy 06L/R climb rw	200602
GQ89876	2	y hdg to 800 before turning. Rwy 24L/R climb rwy hdg to 1400 before turning. IFR ALTERNATE MINIMUMS:  ILS RW06L(1)  RNAV (GPS) RW06R (2)  RNAV (GPS) Z RW06L (3)  RNAV (GPS) RW24L (4)  RNAV (GPS) RW24R (4)  VOR-A(5)  (1) ILS & LOC, Catego	200602
GQ89876	3	ries A,B: 1200-2;  CAT C,D 1200-3.  (2) CAT D; 800-2 1/4   (3) CAT A,B,C,D; 1200-3  (4) CAT C; 800-2 1/4, CAT D; 800-2 1/2   (5) CAT A,B; 900-2, CAT C; 900-2 1/2, CAT D; 900-2 3/4.	200602
GR00001	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES   02276  Diverse departure not authorized, use published departure procedure for obstacle avoidance.	200602
GR06352	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES   03023  Diverse departure not authorized.	200602
GR21706	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GR33352	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GR37164	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GR57089	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GR69025	1	IFR TAKE-OFF MINIMUMS:  Diverse departure not authorized.	200207
GR76709	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GR88496	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
GT05036	1	IFR TAKE-OFF MINIMUMS AND) DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
HA86034	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
HK59907	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES:  Diverse departure not authorized.	200602
HO13901	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
HO29721	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES:  Rwy 17: Minimum climb of 330 ft/NM outbound ESC R-176 to 6100.  Rwy 35: Minimum climb of 260 ft/NM outbound ESCR-338 to 6400.	200602
HO57554	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departures not authorized.	200513
HO73243	1	IFR TAKE-OFF MINIMUMS ANDDEPARTURE PROCEDURES  Diverse departure not authorized.	200602
HR10887	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
HR11974	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
HR20876	1	IFR TAKE-OFF MINIMUMS AND DEPARTURE PROCEDURES  Diverse departure not authorized.	200602
